1 0.0130145
0.975 0.0133528
0.95 0.0154294
0.925 0.0173318
0.9 0.0181486
0.875 0.0233031
0.85 0.0228237
0.825 0.0274048
0.8 0.0288423
0.775 0.0345828
0.75 0.0396698
0.725 0.046449
0.7 0.049277
0.675 0.0582557
0.65 0.0674565
0.625 0.0786623
0.6 0.084449
0.575 0.103933
0.55 0.121505
0.525 0.149046
0.5 0.155188
0.475 0.226925
0.45 0.232011
0.425 0.243808
0.4 0.263643
0.375 0.315243
0.35 0.342715
0.325 0.382245
0.3 0.340133
0.275 0.391377
0.25 0.370358
0.225 0.38118
0.2 0.300358
0.175 0.153833
0.15 0.0726198
0.125 0.0264143
0.1 0.00863177
0.075 0.00224152
0.05 0.000321095
0.025 1.02136e-05
0 0
