1 0.0132272
0.975 0.0143522
0.95 0.0156076
0.925 0.0168548
0.9 0.0192111
0.875 0.0199072
0.85 0.0216121
0.825 0.0256698
0.8 0.0271958
0.775 0.0297238
0.75 0.0338603
0.725 0.0414495
0.7 0.044406
0.675 0.0536798
0.65 0.0592825
0.625 0.0593343
0.6 0.0631198
0.575 0.0744095
0.55 0.087665
0.525 0.083806
0.5 0.0886798
0.475 0.104159
0.45 0.117207
0.425 0.101055
0.4 0.106381
0.375 0.0803753
0.35 0.0642423
0.325 0.0491803
0.3 0.0342623
0.275 0.0237327
0.25 0.0160601
0.225 0.00853737
0.2 0.00487558
0.175 0.00245685
0.15 0.00111054
0.125 0.000406615
0.1 0.000145982
0.075 3.90722e-05
0.05 4.79113e-06
0.025 1.32778e-07
0 0
