1 0.0128149
0.975 0.012944
0.95 0.0147711
0.925 0.0169986
0.9 0.0192879
0.875 0.0212424
0.85 0.0233382
0.825 0.0254063
0.8 0.030241
0.775 0.0304497
0.75 0.0402308
0.725 0.0448155
0.7 0.0472703
0.675 0.0608542
0.65 0.0638708
0.625 0.0828685
0.6 0.099535
0.575 0.10634
0.55 0.115146
0.525 0.141663
0.5 0.162309
0.475 0.196996
0.45 0.216445
0.425 0.223916
0.4 0.226516
0.375 0.204249
0.35 0.170332
0.325 0.123158
0.3 0.0930853
0.275 0.0645705
0.25 0.037996
0.225 0.0242269
0.2 0.0138096
0.175 0.00796078
0.15 0.00329957
0.125 0.00134321
0.1 0.000435265
0.075 0.000109302
0.05 1.36936e-05
0.025 4.3961e-07
0 0
