1 0.50567
0.975 0.506059
0.95 0.584979
0.925 0.692196
0.9 0.814853
0.875 0.899378
0.85 1.03002
0.825 1.05039
0.8 1.19958
0.775 1.25631
0.75 1.47671
0.725 1.51588
0.7 1.98039
0.675 2.3606
0.65 2.3217
0.625 3.24535
0.6 3.24726
0.575 3.60377
0.55 4.1332
0.525 4.99417
0.5 5.88765
0.475 5.50436
0.45 5.76175
0.425 5.09779
0.4 5.35611
0.375 4.41489
0.35 3.07017
0.325 2.39319
0.3 1.74793
0.275 1.10425
0.25 0.732272
0.225 0.450019
0.2 0.257813
0.175 0.134527
0.15 0.0612167
0.125 0.0251464
0.1 0.00801934
0.075 0.00189736
0.05 0.000259214
0.025 7.41004e-06
0 0
